feature,importance
2002,0.00011795766272075868
trescientos,0.00011775948099994449
segundo intervención,0.0001177101232136631
14,0.00011742253001348498
mano,0.0001173247952439193
parte política,0.00011707794175419961
votar favor,0.00011689597205252735
constructivo,0.00011663522361463322
después escuchar,0.0001166273728129833
nacer,0.00011662324310714071
tasa paro,0.0001166172161959725
final año,0.0001165813093628271
venir bien,0.00011638184204224754
posterior,0.000116171335788582
traba,0.00011615574396009706
parlamento,0.00011583506940942228
poner marcha medida,0.00011573571297613573
saber si,0.00011572870336569155
don,0.00011557995062076746
materia política,0.00011549321490274893
dinamarca,0.0001153620188813502
desarrollar,0.00011534909950640515
incluido,0.00011531419491154409
buscar solución,0.00011524040046348034
autónomo entidad,0.0001152100903121046
blanco,0.00011520602415909044
tener duda,0.00011519737876691792
fuerza,0.00011519333114215625
tener mayor,0.00011511131484001359
talento,0.00011509237462427937
vivir país,0.00011500083942507679
destacado,0.00011492837457714577
diseñar,0.00011484646152215688
barbaridad,0.00011482814198952796
2021,0.00011471872719764629
lomce,0.00011469322273341024
alta,0.00011463503923570731
pueblo,0.00011448168683480899
seguir trabajar,0.00011443832733423528
industria,0.00011439369552227141
rumor,0.00011435207470501414
temprano,0.00011429651945678126
ejército,0.00011427039803672222
proporcionar,0.0001142698792825821
gracia señoer,0.00011420329353443674
cálculo,0.0001140201327585095
tendencia,0.00011388023641555093
solución problema,0.00011384056483629695
formación profesional empleo,0.00011383540746954534
figura,0.00011380344002410652
muestra,0.00011378136778449867
año medio,0.00011377513947487883
señoría aplausos,0.00011372907267293196
adversario,0.00011371108198152417
fracaso,0.00011367796093739598
multinacional,0.0001133893214325922
gobiernos,0.00011314687417884745
cuyo,0.00011296582557052122
pequeño,0.00011293258832018762
día señoría,0.00011252318076610104
garantizar igualdad,0.0001125120656580786
comunidad autónoma,0.00011214288878940415
siempre defender,0.00011208648392829221
saber señoría,0.00011200862623863329
seguridad jurídico,0.00011193619307454877
partir ahora,0.00011176359876944095
intención,0.00011158180447467824
predicar,0.00011145893720966295
posibilidad,0.00011144520288964298
internacional,0.00011136633041005484
expuesto,0.00011106705054834039
claridad,0.0001107525766721144
eficaz,0.00011065607687801688
dignidad,0.00011057459995168173
protección internacional,0.0001105212750671333
esencial,0.00011050385238651903
simplemente,0.00011037033990858327
absoluto,0.00011034536848749482
contener,0.00011018563964463458
carecer,0.00011017562731613734
cuánta,0.00011014214862079365
suma,0.00011009919984333775
anteriormente,0.00010993023378579389
afectado,0.00010985843128527318
fuerzas armadas,0.00010977428992133388
ir cosa,0.00010970701981686564
aplausos saber,0.00010965703210576494
variante,0.00010960894053820072
exterior,0.00010958254494777337
confianza,0.00010951317829121182
andalucía,0.00010921115976032594
sanitario tener,0.00010914667544419942
referido,0.000109103995494284
alternativa,0.00010909234984628098
atender,0.00010907182955905234
doble,0.00010893082101969602
herencia,0.00010891842442510867
estatuto autonomía,0.0001088841472947934
autoridad,0.00010886409583377206
inmenso,0.00010826121333088826
muerto,0.00010813527789582015
tremendo,0.0001080961556759103
limpio,0.00010805046215902337
17,0.00010804843772529955
competente,0.00010796282378265843
cara,0.00010794296612789466
social tener,0.00010793304367647185
consejo general,0.00010789312132010337
corregir,0.000107891609238029
único,0.00010787556400154877
conflicto,0.00010787271042195259
suprimir,0.0001078637633830438
querer tener,0.00010784312394095375
tener seguir,0.00010776850380584035
excusa,0.00010770377687959563
régimen,0.00010762754658865803
recorrido,0.000107462403464517
vuelvo,0.00010746013918510321
cinco,0.00010738783466304837
década,0.00010736725107550762
animal,0.00010731333666568609
renunciar,0.00010709957073549353
luz,0.00010709777928743593
dicho,0.0001070828026607618
decretar,0.00010666844951768302
profesionalidad,0.00010642579787039716
decirno,0.00010628569441652789
realizado,0.00010626848543673342
ponencia,0.00010625602085917212
tener dos,0.00010610509940146446
cargar,0.00010607162890502484
resumir,0.0001060581699348386
legislador,0.00010602405762789329
acceder,0.0001059663109441892
curioso,0.0001059229876317653
ejecución,0.00010576279103039866
grupo político,0.00010551658906549632
querer referir,0.00010547449240056822
institucional,0.00010544391454797676
receta,0.00010537990931678281
presencia,0.00010529896954407616
únicamente,0.00010513026137942391
ambición,0.00010474629010878399
alto cargo,0.00010464573731516843
ley cambio climático,0.00010432509778042479
presupuestos generales,0.00010430334522620775
yihadista,0.00010420887891604405
satisfacción,0.00010409270562239262
atención persona,0.00010406911341750257
reciente,0.00010397826354492021
largo,0.0001037666134972894
flexibilidad,0.00010356892676730944
visión,0.00010352855497525796
creer sinceramente,0.0001035282704360805
luchar,0.00010345336599194096
extraordinariamente,0.00010340750055246757
poder venir,0.00010325929903409167
saber hablar,0.00010316604139299562
establecer mecanismo,0.00010298849871889646
ley querer,0.00010289682103574453
condenado,0.00010288072003970156
ordenación,0.00010284410211276487
modelo financiación,0.00010262076826521734
31,0.00010251688204170831
regeneración democrático,0.00010247091147029666
metro,0.00010242665452926599
situar,0.00010233143331309625
diputado grupo,0.00010176793531187879
poder hoy,0.00010167069844385224
último mes,0.00010156441400023929
consecutivo,0.0001014335535448436
deuda,0.0001013426731027011
cortes generales,0.00010131813886999463
regir,0.00010126566257355094
durar,0.0001009342591815861
resto comunidad,0.00010089981731582172
comisión nacional,0.00010077913405395922
ministerio defensa,0.000100694576813806
obtener,0.00010067299882580803
deber trabajar,0.0001004990151774313
considerar necesario,0.00010044531973913443
pendiente,0.0001003398342780602
ley señoría,0.00010016926632346584
objetivo principal,9.995929394544007e-05
derrotar,9.986798093832204e-05
mitin,9.973639321744084e-05
real decreto ley,9.968210117988887e-05
solitario,9.965730643486617e-05
saber ocurrir,9.964619701608354e-05
imaginar,9.946677061602965e-05
ventaja,9.930657747497284e-05
cincuenta,9.865425304139423e-05
país querer,9.861055457766677e-05
alguno caso,9.85599880349952e-05
país gracia,9.854795657718966e-05
dispuesto,9.849034766128506e-05
banco,9.8489670839563e-05
poder comprobar,9.846344439418426e-05
empleo calidad,9.841964066652208e-05
ocurrir país,9.841868151470194e-05
licencia,9.840124599179866e-05
transparente,9.832623704300085e-05
alguno tipo,9.828938543119519e-05
carbón,9.823712316810121e-05
empleo público,9.786350483051345e-05
interno,9.78347336712479e-05
extraño,9.782988609694125e-05
nivel,9.777340047609014e-05
lección,9.771374048745532e-05
movimiento,9.769353744041647e-05
instituto,9.761655217045933e-05
lógicamente,9.759451519623432e-05
culpa,9.757891246240153e-05
pedir perdón,9.738886787641136e-05
interés general,9.738637846654676e-05
día después,9.738300411839429e-05
déficit,9.73533107710646e-05
centrar,9.731376243014557e-05
suscribir,9.729067461052178e-05
perder,9.720177692624597e-05
importante país,9.711609435244591e-05
ir intentar,9.698560547217403e-05
brevemente,9.697226300791766e-05
triste,9.682953708131125e-05
demandar,9.682404948613975e-05
invitar,9.676396439551002e-05
brecha,9.674169732787253e-05
conjunto ciudadano,9.660105437095382e-05
fomento,9.654739718920071e-05
ochenta,9.64378570316097e-05
educativo,9.636954733360644e-05
intervención poder,9.627447011094374e-05
reunión,9.625289355709064e-05
implementación,9.616254174008978e-05
proyecto presupuestos,9.606011550788392e-05
saber cuál,9.601225487033885e-05
acreditar,9.588939958341956e-05
sede,9.569431417878262e-05
poder llegar acuerdo,9.565766946243931e-05
permanente,9.553099286555517e-05
cometer error,9.551220204155742e-05
concreto,9.549659476832874e-05
cantidad,9.539433564910962e-05
esconder,9.538896483853024e-05
saber grupo,9.53226534817146e-05
gracia gracia señoría,9.523027243014556e-05
vulnerar,9.51903693200786e-05
domicilio,9.510691738986565e-05
violencia mujer,9.505892760528869e-05
reivindicación,9.504362432953377e-05
si permitir,9.501255914358142e-05
ucrania,9.454421713593884e-05
acción,9.453708037536643e-05
recuperación económico,9.447586258653595e-05
dolor,9.43788556284587e-05
aquí presente,9.43499890641704e-05
retraso,9.43061617606257e-05
cnmc,9.425394201290507e-05
suscitar,9.420668494868147e-05
reestructuración,9.41461986979321e-05
tributario,9.400934023221533e-05
presidencia,9.38724770435119e-05
tres vez,9.38206967556371e-05
suficientemente,9.374201528062876e-05
coherencia,9.36687617590985e-05
garantizar derecho,9.35730057079244e-05
año aplausos,9.356728648763126e-05
correr,9.351545301863185e-05
intentar dar,9.350992915071895e-05
detrás,9.338626567647857e-05
pensar poder,9.335999311314882e-05
proponente,9.324485928194809e-05
género,9.305703659446289e-05
carne,9.29339060216363e-05
agradecer trabajo,9.289871997728214e-05
reforma ley,9.285828734544548e-05
nacionalista,9.273421558426162e-05
estadística,9.269716406432008e-05
increíble,9.267361681171932e-05
poder generar,9.262139847680787e-05
mitad,9.254017227381051e-05
reafirmar,9.251717241767932e-05
consejo general poder,9.242603386739705e-05
ganar elección,9.233494308680877e-05
fraude,9.225494942514326e-05
hacienda,9.196335164965383e-05
ir bajar,9.192119395581327e-05
ir votar,9.190534057181442e-05
académico,9.186555145517279e-05
largo historia,9.178362835374119e-05
atención,9.173524099660706e-05
sentencia tribunal,9.150944172035759e-05
exigente,9.150814659946788e-05
contenido,9.145298838254644e-05
reto,9.143601512313728e-05
universal,9.130874831090907e-05
creer tener,9.110423541943164e-05
rioja,9.096186317444857e-05
profesorado,9.093674858256731e-05
tramo,9.078619253537754e-05
empleo indefinido,9.078017789931836e-05
si hablar,9.073314869297334e-05
serio,9.071691682803523e-05
ilegal,9.068780884087134e-05
vivar,9.053341981935794e-05
autoconsumo,9.051410254247605e-05
galicia,9.035750342036119e-05
corporación,9.030587861337214e-05
país dar,9.020434267291391e-05
transporte,9.008256740603474e-05
tener aquí,9.007833626439945e-05
guerra ucrania,9.001838846300261e-05
compañero,8.999155893175163e-05
nuevo ley,8.995218799419292e-05
plenitud,8.989086880367337e-05
discriminatorio,8.96916934785134e-05
sentar,8.961544687580753e-05
sur,8.926509748025457e-05
poder mantener,8.925218599939852e-05
convalidar,8.919420954877654e-05
anteponer,8.915404974103214e-05
trasponer,8.909834701008825e-05
tributo,8.9083410488315e-05
euros mes,8.902896422799629e-05
prestigio,8.880084516635912e-05
evaluar,8.879487440063606e-05
voluntad político,8.879475598622934e-05
25,8.871959514156419e-05
velar,8.871707887449385e-05
pasar historia,8.852268877446809e-05
comparar,8.828498034296074e-05
tener modelo,8.78982123839513e-05
mal,8.789403637519445e-05
faltar verdad,8.788027945081269e-05
interpelar,8.787376302766639e-05
50000,8.778372815867058e-05
solo medida,8.762526702183326e-05
español poder,8.762277571460699e-05
incremento,8.758756364892192e-05
crecimiento económico,8.756376665317057e-05
amor,8.731003926775188e-05
historia españa,8.730691249393445e-05
querer terminar,8.728287855553199e-05
valiente,8.714565583488912e-05
crisis económico,8.710825539547028e-05
josé luis,8.707954021333913e-05
solicitar,8.70205164163314e-05
fijación,8.694362736159706e-05
arbitrario,8.692624320478781e-05
proyecto europeo,8.684822968165682e-05
alivio,8.679629577541992e-05
convenio,8.673581658082371e-05
reclamación,8.668517080358588e-05
tener capacidad,8.665625464802786e-05
saber bien,8.660827024381828e-05
2020,8.660470802528171e-05
acumular,8.652891873190949e-05
meter,8.648188611156997e-05
dos semana,8.643750999682335e-05
fíjense,8.642667630588014e-05
gesto negativo,8.633488828090959e-05
metodología,8.629952557443737e-05
afirmación,8.623726729717178e-05
ferroviario,8.609383516602103e-05
subida precio,8.605340020392355e-05
solo tener,8.588095935539253e-05
adecuadamente,8.582670764059445e-05
directiva,8.582018842677246e-05
oponer,8.578961428599637e-05
ciberseguridad,8.560892898564321e-05
pudor,8.555224935080992e-05
silencio,8.539688230695778e-05
apreciación,8.538281143976349e-05
mercado internacional,8.525237406506204e-05
regadío,8.509195833157087e-05
planificación,8.50828603164599e-05
generalitat,8.505862145470306e-05
refugio,8.500658168053632e-05
carta,8.500547881389548e-05
cuerpo,8.496904601554548e-05
partida,8.496132862063484e-05
cajón,8.493896804970983e-05
parte grupo,8.480021652255291e-05
inicial,8.47480770167497e-05
nombre grupo,8.444920387872063e-05
otan,8.42396281081759e-05
justificado,8.399488113615095e-05
competencia materia,8.391681478524378e-05
debidamente,8.389796158873992e-05
formal,8.384975547485457e-05
pib,8.366848690173585e-05
unidos,8.362761568914105e-05
tecnológico,8.356027046035754e-05
reto tener,8.339497095432717e-05
controlar,8.333649902993562e-05
económico poder,8.328512278463271e-05
crédito,8.318367771108313e-05
relato,8.31563916672306e-05
catorce,8.308675663600149e-05
conjunto comunidad,8.308377183579809e-05
conferencia sectorial,8.306197815044905e-05
crisis sanitario,8.30586508047001e-05
deber cumplir,8.303681417030604e-05
parlamentario grupo parlamentario,8.303466548957899e-05
percibir,8.30045982511866e-05
junta,8.294236321221911e-05
contencioso,8.279089269819478e-05
autodeterminación,8.26156715644838e-05
irrelevante,8.258205170425637e-05
sometemos,8.25418575006141e-05
intercambio,8.246759522212098e-05
fuerza cuerpo seguridad,8.242363502923386e-05
permitir ir,8.235231737134218e-05
cuatro año,8.234102480001481e-05
obviamente,8.217106824889617e-05
apoyar presupuesto,8.212587593865062e-05
firmar,8.197265115744773e-05
favorablemente,8.189737776231274e-05
tener efecto,8.180581363257457e-05
contemplar,8.179741737042639e-05
aspirar,8.179213979959867e-05
año después,8.175927936456315e-05
provincia,8.16710757896556e-05
niña,8.165156552148546e-05
jefe,8.150620986422768e-05
engañar,8.145233507866529e-05
ligado,8.142093553172311e-05
calcular,8.10702871153674e-05
funcionario público,8.106969255347486e-05
según,8.105591540285076e-05
persona encontrar,8.096458889565581e-05
mismo tiempo,8.092889734689626e-05
regulado,8.09077724655884e-05
ingreso tributario,8.083017369035777e-05
contar,8.077203190780086e-05
quizá,8.075924790040069e-05
claro si,8.074178955246486e-05
obvio,8.058268119942771e-05
respetuoso,8.057671949241104e-05
plan estratégico,8.052820486993037e-05
anual,8.02885478958074e-05
informe comisión,8.004579514457438e-05
procedimiento,8.001311673427738e-05
sentencia,7.991474235042032e-05
acordado,7.986128543773803e-05
riesgo pobreza,7.985561911704256e-05
totalmente,7.982446236609302e-05
2022,7.972324017626418e-05
víctima terrorismo,7.966777870409113e-05
cien cien,7.966043822810351e-05
significar,7.948439845858435e-05
residente,7.948336586034684e-05
conciencia,7.926926131044656e-05
juego,7.918943919273389e-05
ecológico,7.908291547845984e-05
destinado,7.906874792601067e-05
oferta,7.90431499435322e-05
estatal,7.903330051605033e-05
usuario,7.894917354183481e-05
incertidumbre,7.884942094846671e-05
impunidad,7.877020654878335e-05
elección,7.876255000990546e-05
mire,7.860848604697028e-05
solo ir,7.85387325624603e-05
público pensión,7.85267730800302e-05
traicionar,7.846626615319093e-05
honor,7.832255068770116e-05
tener objeto,7.829491215704436e-05
amplio,7.822368311979384e-05
obstáculo,7.81921561372924e-05
comarca,7.818512827268628e-05
nefasto,7.818161708593514e-05
ley grupo,7.817805168287672e-05
triple,7.817287463754265e-05
ocurrir,7.811394599567551e-05
independientemente,7.797696211679165e-05
subida salario mínimo,7.78596355074213e-05
gasto,7.76474185413058e-05
poder asegurar,7.743504440484075e-05
pilar fundamental,7.743096690375622e-05
tener primero,7.738566942150329e-05
expresar,7.738170358827804e-05
aportar,7.728682933825977e-05
ruina,7.726482421145523e-05
asuntos,7.722445584863551e-05
norte,7.699413861733041e-05
autor,7.698402476540886e-05
poner marcha plan,7.697780385945775e-05
generador,7.687944495573954e-05
ninguno caso,7.68375887262149e-05
presupuestos,7.683227410881315e-05
así señoría,7.680764500529975e-05
drástico,7.6765329936099e-05
duda tener,7.674044348683366e-05
agricultura,7.669526039358016e-05
4000,7.667492038619146e-05
oficio,7.666934218019558e-05
demora,7.664510526688433e-05
asumir,7.664495312878047e-05
persona situación,7.663742637188511e-05
ir dirigido,7.658790517347006e-05
positivo,7.655468856270585e-05
alumno,7.654989294462616e-05
artículo 155,7.64658725475354e-05
protesta,7.636539092058612e-05
tren,7.624101487822802e-05
ir incorporar,7.623728833457842e-05
doce,7.623192587004759e-05
conforme,7.621877949296813e-05
mínimo vital,7.607088571682066e-05
próximo,7.606422008606017e-05
materia lucha,7.595624376461168e-05
circunstancia,7.593169328787271e-05
guiar,7.556794804414245e-05
flexibilizar,7.540984401852798e-05
indirecto,7.540749143625576e-05
boletín,7.536739239677669e-05
madrid,7.536700393184149e-05
aportación,7.530724069250955e-05
bono social térmico,7.528654852257472e-05
1995,7.512059169143944e-05
físico,7.504791778484345e-05
gobernanza,7.49460222745465e-05
mentira,7.493787036244624e-05
tener servicio,7.490401619541601e-05
notable,7.489799235224638e-05
fondo reserva,7.487602781274614e-05
grupo tener,7.484974192553094e-05
adoptar medida,7.477913013183517e-05
denuncia,7.477898116223683e-05
pensionista,7.476331963384855e-05
tributar,7.472781529057763e-05
año ir,7.472505248719924e-05
francia italia,7.472296372861837e-05
buena tarde,7.461082811058644e-05
estructura,7.460662552185446e-05
proteger,7.45634425203793e-05
ustedes saber,7.451087636925889e-05
titular,7.445959023482534e-05
poder acceder,7.445872843634631e-05
relacionado,7.444738281526874e-05
rico,7.435159300358595e-05
propio consejo,7.427084005360242e-05
violento,7.4161558894462e-05
mismo cámara,7.407611882400095e-05
personal,7.406326187567113e-05
europa tener,7.393864230651576e-05
nuevo normalidad,7.366422649592712e-05
subjetivo,7.362393150821716e-05
reserva,7.350929781394876e-05
finales,7.344050493657433e-05
modernizar,7.330049731475412e-05
tarjeta sanitario,7.311161273946855e-05
junio,7.308954980688481e-05
400,7.297833643943744e-05
naturaleza,7.296643399504902e-05
afectar,7.28730111038547e-05
beneficio,7.27121955769159e-05
sociedad civil,7.269498667730635e-05
presentar grupo,7.266357173276682e-05
mar,7.259090842789645e-05
materia seguridad,7.258194349248118e-05
texto refundido,7.247267382926144e-05
objetivo claro,7.241506248016638e-05
poner valor,7.240808870613636e-05
poder conseguir,7.236417602307666e-05
reflexión,7.234538580550661e-05
país origen,7.230246909795707e-05
diez,7.223605647108633e-05
españa ir,7.208395032342586e-05
principio,7.203767671005075e-05
tipo interés,7.20102063755244e-05
vázquez,7.200900557176497e-05
planificar,7.199619420155167e-05
sala,7.177073395342118e-05
rufián,7.174286079313747e-05
orientación,7.173775108000468e-05
tener derecho,7.163818016693097e-05
kilómetro,7.143904058939055e-05
tener previsto,7.133103695269114e-05
pobreza,7.124166673378493e-05
estratégico,7.122167556433549e-05
publicidad,7.11592669182919e-05
inseguridad,7.110893598248051e-05
incluir,7.102353548280507e-05
reiterar,7.101886559079479e-05
policía nacional,7.098487974123834e-05
gracia señoría aplausos,7.095766915572831e-05
tener buen,7.077142631843172e-05
poder hablar,7.074016573432849e-05
tasa,7.070417850246142e-05
idea,7.063260536185904e-05
abandono,7.063064868364793e-05
oer,7.058076953473619e-05
español deber,7.055307915155197e-05
garantizado,7.05070790483847e-05
octubre,7.045565994289107e-05
empleo año,7.045215191712968e-05
ley cambio,7.029846777875338e-05
trasladar,7.026533801780463e-05
prestar,7.023049194846208e-05
mes julio,7.011118980034701e-05
tan,7.004732735163896e-05
parlamentario congreso puesto,7.003116967695545e-05
bueno tener,6.999475785841801e-05
guardia,6.998704159134638e-05
tarragona,6.993275522997871e-05
arco parlamentario,6.99023327439942e-05
modificar ley,6.988426861848483e-05
escuela,6.98730717561421e-05
total,6.984695405799348e-05
respaldar,6.977392015719032e-05
poder apoyar,6.974301886567726e-05
extrañar,6.974018633694275e-05
denunciar,6.96631640471926e-05
informativo,6.95187515929505e-05
factor,6.95186703801817e-05
raíz,6.949516591159681e-05
poder saber,6.94051516288095e-05
según último,6.939525008540716e-05
asamblea,6.936954136771392e-05
desarrollo rural,6.92738566443394e-05
compra,6.925273485294628e-05
evidente,6.924682561167571e-05
equidad,6.921920538190574e-05
tarjeta,6.92067365419042e-05
invertir,6.919181558939674e-05
leo,6.916759940452993e-05
cuentas,6.916087256839485e-05
importante tener,6.905337410961936e-05
licitación,6.889759024334364e-05
módulo,6.882941649405437e-05
normativo,6.880739894772072e-05
dos último,6.869570240260523e-05
caro,6.869375687664575e-05
aquí congreso,6.856599226045519e-05
diputación,6.854581085393704e-05
corporación local,6.853245601884728e-05
siglo xxi,6.851929318775805e-05
12,6.851046040056386e-05
alguno ejemplo,6.850464804539729e-05
año creer,6.839544700548047e-05
alguien,6.83188856363146e-05
800,6.828855621900061e-05
aprendizaje,6.827536974750652e-05
acuerdo grupo,6.82612334618513e-05
avanzado,6.81355459833445e-05
hoy presentar,6.811822430483005e-05
habilitar,6.809621607640494e-05
prima riesgo,6.80154394639475e-05
tarea,6.801238383868364e-05
propietario,6.790259389155131e-05
provocar,6.769857947093485e-05
cuándo,6.76420185223153e-05
amortiguar,6.762595270041979e-05
ley hoy,6.757411579111574e-05
iniciar intervención,6.754608090354925e-05
convención,6.751404063478497e-05
calado,6.74543691111048e-05
comparecencia,6.739936456956429e-05
luego hablar,6.733376697424426e-05
recuperar,6.7304214162301e-05
sector,6.723658512829245e-05
delincuencia,6.723658447940977e-05
privado,6.722464271886425e-05
jugar,6.711031873459712e-05
gil,6.70990816129701e-05
explicar,6.700725150904278e-05
200 millón,6.692283021722256e-05
diario,6.690213474193895e-05
duración,6.689925883885047e-05
agricultor,6.682856501977658e-05
políticamente,6.679555891734127e-05
proclamar,6.676758707641173e-05
técnica,6.675587622110902e-05
presupuestado,6.675512887918465e-05
transportes,6.670411459531779e-05
público empleo,6.646318402111917e-05
criterio,6.635360006962815e-05
curiosamente,6.635195875284322e-05
español aplausos,6.632103361647872e-05
código,6.618510687627278e-05
inmigración,6.618084607427511e-05
normal,6.615921944239232e-05
someter,6.613770374273232e-05
sar,6.605303544029612e-05
sostenido,6.604989156833854e-05
seguir hablar,6.597119581542047e-05
perdón,6.580741177712504e-05
diputados,6.578304228805091e-05
comenzar intervención,6.567772523198958e-05
función pública,6.553340682009886e-05
conjuntamente,6.548865756468831e-05
voto favor,6.547966184576498e-05
foto,6.547589540812055e-05
2003,6.540680342438432e-05
gran país,6.533497468338239e-05
próximo legislatura,6.531146190002993e-05
composición,6.530839492403891e-05
diálogo social,6.522908038037008e-05
si posible,6.511732703914551e-05
dinamismo,6.510485951050822e-05
cuarenta cinco,6.509858508235194e-05
confundir,6.507400111178094e-05
moción censura,6.504791512249094e-05
política poder,6.49931287741026e-05
reto demográfico,6.497988661748015e-05
conocer,6.495566729181873e-05
posición,6.483909296681015e-05
leal,6.48037741764394e-05
mismo línea,6.478076124610154e-05
republicano,6.472291793121953e-05
zona,6.456270716629168e-05
tocar,6.453883391444729e-05
aplicar,6.445803091592196e-05
disponible,6.443935820523148e-05
poder dar,6.438412391606765e-05
alguno miembro,6.434680206959107e-05
sanidad educación,6.431493123389633e-05
completar,6.427944020922182e-05
baja,6.418028510127687e-05
formación,6.41563438150531e-05
tener posición,6.413528003246424e-05
estilo,6.407853201618786e-05
permitir expresión,6.405002972136061e-05
felicitar,6.395049319639503e-05
melilla,6.394791946027435e-05
candidato,6.386797405134811e-05
socio europeo,6.385812531529243e-05
comisión justicia,6.376190144293193e-05
presupuestario,6.373788833678456e-05
explotación,6.369737749004702e-05
calor,6.36220987882947e-05
3000 millón,6.348349978033173e-05
ocurrir españa,6.345314374027449e-05
ley deber,6.300228940315894e-05
treinta cinco,6.296152996578517e-05
devolución,6.296065100647591e-05
poder poder,6.295697154679512e-05
dar explicación,6.292279903818812e-05
vivienda,6.282585947179218e-05
tener sociedad,6.27670203773533e-05
patria,6.268414898892458e-05
celeridad,6.265151559347627e-05
mejor condición,6.257533623049657e-05
quién ir,6.257232613081778e-05
saber tener,6.246254252655652e-05
diario sesiones,6.241988298804368e-05
paraíso,6.236427602090829e-05
alinear,6.234183207343417e-05
comunidad autónomo españa,6.233214416106735e-05
relativo,6.218438474228614e-05
ocupación,6.217585891878415e-05
modificación,6.213781903058954e-05
publicación,6.212849985376164e-05
ii,6.209917370345177e-05
disminución,6.196123642781832e-05
desarrollado,6.191789845156702e-05
niño,6.188325338168776e-05
poder responder,6.180207170506282e-05
responsabilidad tener,6.176842585092048e-05
último cinco,6.167845146879409e-05
modelo financiación autonómico,6.156771231444213e-05
cumplir objetivo,6.153389006670309e-05
hablar mal,6.153172511841525e-05
traer hoy,6.149976770448615e-05
tarde señoría,6.144656899558887e-05
constar,6.144048872810769e-05
contundencia,6.143386746653204e-05
equipo,6.124049615953502e-05
material,6.119879144649373e-05
dueño,6.117006692226426e-05
alguno problema,6.116531400476315e-05
19,6.112958885056623e-05
español saber,6.108992463219909e-05
preocupado,6.104926294978802e-05
experiencia,6.097130513925219e-05
ver ninguno,6.094659055539732e-05
disponer,6.093599806671235e-05
hipoteca,6.0881139892919896e-05
puesto trabajo,6.0818207691844415e-05
entrada vigor,6.080262589995879e-05
subsidio,6.069308500711744e-05
asignación,6.065481494683976e-05
fruto,6.064166992328308e-05
verdad tener,6.062439376863198e-05
alimentación,6.058043826963589e-05
romper españa,6.0524983845008485e-05
primero país,6.0509462364035465e-05
unidos marea,6.049736489499795e-05
región,6.048541101579445e-05
legislación vigente,6.0482214380197386e-05
pareja,6.047528072977081e-05
repasar,6.030442784866983e-05
demostrado,6.0303491466749006e-05
gallego,6.029269825740748e-05
aplausos señorías,6.0286755652339135e-05
000 millón,6.0283600958628935e-05
desigual,6.0280044738935144e-05
mención,6.025702251128363e-05
gradual,6.023248466672442e-05
ninguno problema,6.012249563124321e-05
terrorismo yihadista,6.009843841407549e-05
tener saber,6.008278559254026e-05
mesa,6.0046401274608655e-05
ignorar,6.004222796010347e-05
airef,5.999533192158539e-05
querer resaltar,5.9991165510294796e-05
actividad económico,5.988733044222678e-05
diputada,5.982473490081993e-05
vigo,5.9781740209700374e-05
1800 millón,5.976859470610084e-05
dirigido,5.975076947498388e-05
obrero,5.972528204897821e-05
60,5.9711805921692335e-05
mujer víctima,5.9671184488955923e-05
dar paso,5.958015931312656e-05
agricultura pesca,5.9492289152822345e-05
deber ir,5.9479292170759745e-05
acerca,5.9427796505295204e-05
intento,5.940155837061792e-05
causar,5.938946108409894e-05
transmisión,5.9361172180604304e-05
preparado,5.928671172594685e-05
orden,5.926493528812922e-05
colaborar,5.926237703616767e-05
fotografía,5.907213584178997e-05
hijo,5.9026336917758267e-05
autorizado,5.900019170294593e-05
ustedes tener,5.897256898077612e-05
batería,5.885499634669904e-05
ir aprobar,5.882778308703194e-05
francia,5.8762617536484355e-05
ninguno grupo,5.875975578111801e-05
sexual,5.871881039283887e-05
salarial,5.866750324037344e-05
afrontar,5.865875602577671e-05
conocer bien,5.864930505915797e-05
constitucionalista,5.857903306193461e-05
veintidós,5.848475576392383e-05
principio básico,5.836992040850776e-05
económico creación,5.834220418763355e-05
bienvenido,5.818410975079352e-05
atlántico,5.79851332515002e-05
medio comunicación,5.797597343061322e-05
desarrollo sostenible,5.795065581589905e-05
nuevo plan,5.7935985431749276e-05
sector primario,5.786205425819349e-05
nuclear,5.785187957278812e-05
enmienda presentado,5.774150919101207e-05
incidir,5.770948702041237e-05
cambio modelo,5.76849021404379e-05
sostenimiento,5.76595046059135e-05
transacción,5.7463896947653895e-05
verdad ir,5.741423240487155e-05
feliz,5.721361408837088e-05
conceder,5.719152038148189e-05
dejar nadie atrás,5.71327323090366e-05
vencer,5.707277938516455e-05
tener mínimo,5.703237451799528e-05
introducido,5.701875724634258e-05
francés,5.6982898539947306e-05
ver cómo,5.690332724764093e-05
indemnización,5.6858626415142614e-05
junto,5.683912310763096e-05
pública,5.6812893763756666e-05
acometer,5.6750834270177366e-05
donación,5.663718560186379e-05
atacar,5.660995930360554e-05
dar solución,5.66082596581749e-05
hoy querer,5.6535909388125736e-05
carácter,5.647807039910062e-05
ir mejorar,5.646879513758701e-05
grito,5.634919629373349e-05
orgánica,5.6346641038763323e-05
organizado,5.634484734632798e-05
cosa bien,5.6334438903011916e-05
once,5.625806289979583e-05
cincuenta dos,5.621429743979281e-05
enjuiciamiento,5.6193517639459185e-05
guardia civil,5.614355254295296e-05
año 2023,5.607657580744563e-05
aplausos hablar,5.607357255488499e-05
